register_id,variable_name,description_dk,description_english
RAS,SDSEJER,SEKUNDÆR EJERKODE,SECONDARY OWNER CODE
RAS,SDSKOD,SEKUNDÆR ARBEJDSSTEDSKODE,SECONDARY WORKPLACE CODE
RAS,SENR,SENR,SENR
RAS,SFORMAL,SEKUNDÆR FORMÅL,SECONDARY PURPOSE
RAS,SISIC,SEKUNDÆR BRANCHE (ISIC),SECONDARY BRANCH (ISIC)
RAS,SKIFT,PRIMÆRE SKIFT,PRIMARY SHIFT
RAS,SKPLINDK,Skattepligtig indkomst,Taxable income
RAS,SMALT_LOENBELOEB,Smalt lønbeløb,Narrow salary amount
RAS,SOCSTIL_KODE,Socioøkonomisk status,Socio-economic status
RAS,SOC_STATUS_KODE,Socioøkonomisk status,Socio-economic status
RAS,SOMF,SEKUNDÆR OMF,SECONDARY OMF
RAS,STOETTE_BESK,Støttet beskæftigelse,Supported employment
RAS,STOETTE_BESK_KODE,Støttet beskæftigelse,Supported employment
RAS,TILSTAND_GRAD_AAR_AMR,Tilstandsgrad i året,Degree of condition in the year
RAS,TILSTAND_GRAD_AAR_EX_FRAVAER,Tilstandsgrad i året for lønmodtagerjob hvor fravær er ekskluderet,Degree of condition in the year for employee jobs where absence is excluded
RAS,TILSTAND_KODE_AMR,Tilstandskode i AMR,Mode code in AMR
RAS,VERSION,Moduldata version,Modular data version
RAS,AFSTAND,,
RAS,ALDER_AMR,,
RAS,ARB_BEL_KOM_KODE,,
RAS,ARB_HOVED_BRA_DB07,,
RAS,ARB_SEKTORKODE,,
RAS,ATP_BELOEB,,
RAS,ATP_BIDRAG_SATS_KODE,,
RAS,BOPAEL_KOM_KODE,,
RAS,BREDT_LOENBELOEB,,
RAS,BREDT_LOENBELOEB_EBS,,
RAS,CPRTJEK,,
RAS,CPRTYPE,,
RAS,DISCO_KODE,,
RAS,DISCO_MATCHPRIO_KODE,,
RAS,DISCO_RAS_KODE,,
RAS,FIKTIV_ARB_KODE,,
RAS,FUNKTION_KODE,,
RAS,HELTID_32_KODE,,
RAS,I_BEFOLKNINGEN_KODE,,
RAS,JUR_BAGATEL_AAR,,
RAS,LOENBLB,,
RAS,NOV_TILSTAND_GRAD,,
RAS,OK_NR,,
RAS,SMALT_LOENBELOEB,,
RAS,STOETTE_BESK,,
RAS,TILSTAND_GRAD_AAR_AMR,,
RAS,TILSTAND_GRAD_AAR_EX_FRAVAER,,
RAS,VERSION,,
SHSS,BELE,Beløb efterløn,Amount of early retirement pay
SHSS,BEL_AF,Udbetalt beløb ved aktivering,Amount paid upon activation
SHSS,BEL_AK,Kontanthjælp under aktivering,Cash benefit during activation
SHSS,BEL_AK1,Årlig udbetaling til aktivering af unge under 25 år,Annual payment for activating young people under 25 years of age
SHSS,BEL_AK2,Årligt udbetalt kontanthjælp til aktiverede under 25 år.,Annually paid cash benefits to activists under 25 years of age.
SHSS,BEL_AK3,Årlig udbetaling til aktivering af personer over 25 år (kommunal aktivering),Annual payment for activation of persons over 25 years (municipal activation)
SHSS,BEL_AK4,Årlig udbetaling til igangsætningsydelse (kommunal aktivering),Annual payment for start-up benefit (municipal activation)
SHSS,BEL_AK5,Årlig udbetaling til aktivering af flygtninge (kommunal aktivering),Annual payment for activation of refugees (municipal activation)
SHSS,BEL_ALD,Årligt udbetalt beløb på folkepension.,Annually paid amount on national pension.
SHSS,BEL_ARB,Årligt udbetalte arbejdsløshedsdagpenge,Annually paid unemployment benefits
SHSS,BEL_BAR,Årligt udbetalte fødsels-/barselsdagpenge,Annually paid maternity / paternity benefits
SHSS,BEL_F,Årligt udbetalt beløb på førtidspension.,Annually paid amount on early retirement.
SHSS,BEL_K194,Årligt udbetalt hjælp til underhold til forsørgere.,Annually paid maintenance assistance to breadwinners.
SHSS,BEL_K294,Årligt udbetalt hjælp til underhold til ikke-forsørgere.,Annually paid maintenance assistance to non-dependents.
SHSS,BEL_K394,Årligt udbetalt hjælp til underhold til flygtninge,Annually paid maintenance assistance to refugees
SHSS,BEL_K494,Årlig udbetalt beløb vedr. supplerende ydelser alene,Annual amount paid regarding. additional benefits only
SHSS,BEL_K598,Årligt udbetalt beløb vedr. kontanthjælpspension,Annually paid amount regarding. cash benefit pension
SHSS,BEL_K699,Årligt udbetalt beløb vedr. introduktionsydelse,Annually paid amount regarding. introductory benefit
SHSS,BEL_KON1,Årligt udbetalt beløb vedr. underhold indtil 9 mdr.,Annually paid amount regarding. maintenance up to 9 months.
SHSS,BEL_KON2,Årligt udbetalt beløb vedr. underhold efter 9 mdr.,Annually paid amount regarding. maintenance after 9 months.
SHSS,BEL_KON3,Årligt udbetalt beløb vedr. anden kontanthjælp,Annually paid amount regarding. other cash benefits
SHSS,BEL_LYD,Årligt udbetalt ledighedsydelse,Annually paid unemployment benefit
SHSS,BEL_ORL,Årligt udbetalt beløb på orlovsydelse,Annually paid amount on leave benefit
SHSS,BEL_REV_FLY,Beløb uddannelse (Flygtninge),Amount of education (Refugees)
SHSS,BEL_REV_IF,Beløb uddannelse (Ikke flygtninge),Amount of education (Not refugees)
SHSS,BEL_SYG,Årligt udbetalt beløb på sygedagpenge,Annually paid amount of sickness benefits
SHSS,BEL_T,Årlig udbetaling af tjenestemandspension.,Annual payment of civil servant pension.
SHSS,BEL_UFR,Årligt udbetalt beløb ved forrevalidering,Amount paid annually for pre-rehabilitation
SHSS,PNR,Personnummer,Social security number
SHSS,SL_ART_AF,Slutydelse for AF-aktivering.,AF activation final performance.
SHSS,SL_ART_AF_A,Slutydelse for anden af-aktivering,Final performance for second deactivation
SHSS,SL_ART_AF_B,Slutydelse for AF-beskæftigelse,Final benefit for AF employment
SHSS,SL_ART_AF_F,Slutydelse for AF-forsøg,Final performance for AF trials
SHSS,SL_ART_AF_U,Slutydelse for AF-uddannelse,Final performance for AF training
SHSS,SL_ART_AKT,Slutydelse på aktivering,Final performance on activation
SHSS,SL_ART_ARB,Slutydelse på arbejdsløshedsdagpenge,Final benefit on unemployment benefits
SHSS,SL_ART_BAR,Slutydelse på barselsdagpenge,Final payment of maternity allowance
SHSS,SL_ART_FEL,Slutydelse i fællesreg.,Final benefit in joint account.
SHSS,SL_ART_FEL_X,Slutydelse i fællesreg. excl. tjenest.,Final benefit in joint account. excl. service.
SHSS,SL_ART_KON,Slutydelse på Hjælp til underhold,Final performance on Maintenance Help
SHSS,SL_ART_LYD,Slutart for ledighedsydelse,End type for unemployment benefit
SHSS,SL_ART_ORL,Slutydelse for orlov,Final payment for leave
SHSS,SL_ART_REV,Slutydelse på Uddannelse/Revalidering,Final performance on Education / Rehabilitation
SHSS,SL_ART_SYG,Slutydelse på sygedagpenge,Final benefit on sickness benefits
SHSS,SL_ART_V,Slutydelse på pensioner,Final benefit on pensions
SHSS,SL_ART_VX,Slutyd på pens excl. Tjenestemandspension,End of pen excl. Civil servant pension
SHSS,SL_MD_FEL,Slutmåned i fællesreg.,End month in joint reg.
SHSS,SL_MD_FEL_X,Slutmåned i fællesreg. excl. tjenest.,End month in joint reg. excl. service.
SHSS,SL_MRKM,Slutmarkering midlertig hjælp,End marking temporary help
SHSS,STAT_FOER,Status før foranstaltning,Status before action
SHSS,STAT_FOER_AFA,Status før foranstaltning AF-akt.,Status before measure AF act.
SHSS,ST_ART_AF,Startydelse for AF-aktivering.,Start-up service for AF activation.
SHSS,ST_ART_AF_A,Startydelse for anden af-aktivering,Initialization for second deactivation
SHSS,ST_ART_AF_B,Startydelse for AF-beskæftigelse,Initial benefit for AF employment
SHSS,ST_ART_AF_F,Startydelse for AF-forsøg,Initial performance for AF trials
SHSS,ST_ART_AF_U,Startydelse for AF-uddannelse,Initial benefit for AF training
SHSS,ST_ART_AKT,Startydelse på aktivering,Initialization of activation
SHSS,ST_ART_ARB,Startydelse på arbejdsløshedsdagp.,Initial benefit on unemployment benefit.
SHSS,ST_ART_BAR,Startydelse på barselsdagpenge,Initial benefit on maternity allowance
SHSS,ST_ART_FEL,Startydelse i fællesreg.,Initial benefit in joint account.
SHSS,ST_ART_FEL_X,Startydelse i fællesreg. excl. tjenest.,Initial benefit in joint account. excl. service.
SHSS,ST_ART_KON,Startydelse på Hjælp til underhold,Start-up service on Help for maintenance
SHSS,ST_ART_LYD,Startart for ledighedsydelse,Starting point for unemployment benefit
SHSS,ST_ART_ORL,Startydelse for orlov,Initial benefit for leave
SHSS,ST_ART_REV,Startydelse på Uddannelse/Revalidering,Initial benefit for Education / Rehabilitation
SHSS,ST_ART_SYG,Startydelse på sygedagpenge,Initial benefit on sickness benefits
SHSS,ST_ART_V,Startydelse på pensioner,Initial benefit on pensions
SHSS,ST_ART_VX,Startyd på pens excl. Tjenestemandspens,Start time on pens excl. Civil servant pension
SHSS,ST_MD_FEL,Startmåned i fællesreg.,Starting month in joint reg.
SHSS,ST_MD_FEL_X,Startmåned i fællesreg. excl. tjenest.,Starting month in joint reg. excl. service.
SHSS,ST_MRKM,Startmarkering midlertidig hjælp,Start mark temporary help
SHSS,TDOMYD,Dominerende ydelse året før,Dominant performance the year before
SHSS,VARMMA1,Md.fordelt varigh arbl.dp.inkl. kontanthjælpsledige,Md.fordelt varigh arbl.dp.inkl. cash unemployed
SHSS,VARMMA10,Md.fordelt varigh arbl.dp.inkl. kontanthjælpsledige,Md.fordelt varigh arbl.dp.inkl. cash unemployed
SHSS,VARMMA11,Md.fordelt varigh arbl.dp.inkl. kontanthjælpsledige,Md.fordelt varigh arbl.dp.inkl. cash unemployed
SHSS,VARMMA12,Md.fordelt varigh arbl.dp.inkl. kontanthjælpsledige,Md.fordelt varigh arbl.dp.inkl. cash unemployed
SHSS,VARMMA2,Md.fordelt varigh arbl.dp.inkl. kontanthjælpsledige,Md.fordelt varigh arbl.dp.inkl. cash unemployed
SHSS,VARMMA3,Md.fordelt varigh arbl.dp.inkl. kontanthjælpsledige,Md.fordelt varigh arbl.dp.inkl. cash unemployed
SHSS,VARMMA4,Md.fordelt varigh arbl.dp.inkl. kontanthjælpsledige,Md.fordelt varigh arbl.dp.inkl. cash unemployed
SHSS,VARMMA5,Md.fordelt varigh arbl.dp.inkl. kontanthjælpsledige,Md.fordelt varigh arbl.dp.inkl. cash unemployed
SHSS,VARMMA6,Md.fordelt varigh arbl.dp.inkl. kontanthjælpsledige,Md.fordelt varigh arbl.dp.inkl. cash unemployed
SHSS,VARMMA7,Md.fordelt varigh arbl.dp.inkl. kontanthjælpsledige,Md.fordelt varigh arbl.dp.inkl. cash unemployed
SHSS,VARMMA8,Md.fordelt varigh arbl.dp.inkl. kontanthjælpsledige,Md.fordelt varigh arbl.dp.inkl. cash unemployed
SHSS,VARMMA9,Md.fordelt varigh arbl.dp.inkl. kontanthjælpsledige,Md.fordelt varigh arbl.dp.inkl. cash unemployed
SHSS,VARMMAF1,Md.fordelt varighed AF-aktivering. Brutto.,Monthly distributed duration AF activation. Gross.
SHSS,VARMMAF10,Md.fordelt varighed AF-aktivering. Brutto.,Monthly distributed duration AF activation. Gross.
SHSS,VARMMAF11,Md.fordelt varighed AF-aktivering. Brutto.,Monthly distributed duration AF activation. Gross.
SHSS,VARMMAF12,Md.fordelt varighed AF-aktivering. Brutto.,Monthly distributed duration AF activation. Gross.
SHSS,VARMMAF2,Md.fordelt varighed AF-aktivering. Brutto.,Monthly distributed duration AF activation. Gross.
SHSS,VARMMAF3,Md.fordelt varighed AF-aktivering. Brutto.,Monthly distributed duration AF activation. Gross.
SHSS,VARMMAF4,Md.fordelt varighed AF-aktivering. Brutto.,Monthly distributed duration AF activation. Gross.
SHSS,VARMMAF5,Md.fordelt varighed AF-aktivering. Brutto.,Monthly distributed duration AF activation. Gross.
SHSS,VARMMAF6,Md.fordelt varighed AF-aktivering. Brutto.,Monthly distributed duration AF activation. Gross.
SHSS,VARMMAF7,Md.fordelt varighed AF-aktivering. Brutto.,Monthly distributed duration AF activation. Gross.
SHSS,VARMMAF8,Md.fordelt varighed AF-aktivering. Brutto.,Monthly distributed duration AF activation. Gross.
SHSS,VARMMAF9,Md.fordelt varighed AF-aktivering. Brutto.,Monthly distributed duration AF activation. Gross.
SHSS,VARMMAFA1,Månedsfordelt varighed anden af-aktiv,Monthly distributed duration second off-active
SHSS,VARMMAFA10,Månedsfordelt varighed anden af-aktiv,Monthly distributed duration second off-active
SHSS,VARMMAFA11,Månedsfordelt varighed anden af-aktiv,Monthly distributed duration second off-active
SHSS,VARMMAFA12,Månedsfordelt varighed anden af-aktiv,Monthly distributed duration second off-active
SHSS,VARMMAFA2,Månedsfordelt varighed anden af-aktiv,Monthly distributed duration second off-active
SHSS,VARMMAFA3,Månedsfordelt varighed anden af-aktiv,Monthly distributed duration second off-active
SHSS,VARMMAFA4,Månedsfordelt varighed anden af-aktiv,Monthly distributed duration second off-active
SHSS,VARMMAFA5,Månedsfordelt varighed anden af-aktiv,Monthly distributed duration second off-active
SHSS,VARMMAFA6,Månedsfordelt varighed anden af-aktiv,Monthly distributed duration second off-active
SHSS,VARMMAFA7,Månedsfordelt varighed anden af-aktiv,Monthly distributed duration second off-active
SHSS,VARMMAFA8,Månedsfordelt varighed anden af-aktiv,Monthly distributed duration second off-active
SHSS,VARMMAFA9,Månedsfordelt varighed anden af-aktiv,Monthly distributed duration second off-active
SHSS,VARMMAFB1,Månedsfordelt varighed AF-beskæftig.,Monthly duration AF-employed.
SHSS,VARMMAFB10,Månedsfordelt varighed AF-beskæftig.,Monthly duration AF-employed.
SHSS,VARMMAFB11,Månedsfordelt varighed AF-beskæftig.,Monthly duration AF-employed.
SHSS,VARMMAFB12,Månedsfordelt varighed AF-beskæftig.,Monthly duration AF-employed.
SHSS,VARMMAFB2,Månedsfordelt varighed AF-beskæftig.,Monthly duration AF-employed.
SHSS,VARMMAFB3,Månedsfordelt varighed AF-beskæftig.,Monthly duration AF-employed.
SHSS,VARMMAFB4,Månedsfordelt varighed AF-beskæftig.,Monthly duration AF-employed.
SHSS,VARMMAFB5,Månedsfordelt varighed AF-beskæftig.,Monthly duration AF-employed.
SHSS,VARMMAFB6,Månedsfordelt varighed AF-beskæftig.,Monthly duration AF-employed.
SHSS,VARMMAFB7,Månedsfordelt varighed AF-beskæftig.,Monthly duration AF-employed.
SHSS,VARMMAFB8,Månedsfordelt varighed AF-beskæftig.,Monthly duration AF-employed.
SHSS,VARMMAFB9,Månedsfordelt varighed AF-beskæftig.,Monthly duration AF-employed.
SHSS,VARMMAFF1,Månedsfordelt varighed AF-forsøg,Monthly duration of AF trial
SHSS,VARMMAFF10,Månedsfordelt varighed AF-forsøg,Monthly duration of AF trial
SHSS,VARMMAFF11,Månedsfordelt varighed AF-forsøg,Monthly duration of AF trial
SHSS,VARMMAFF12,Månedsfordelt varighed AF-forsøg,Monthly duration of AF trial
SHSS,VARMMAFF2,Månedsfordelt varighed AF-forsøg,Monthly duration of AF trial
SHSS,VARMMAFF3,Månedsfordelt varighed AF-forsøg,Monthly duration of AF trial
SHSS,VARMMAFF4,Månedsfordelt varighed AF-forsøg,Monthly duration of AF trial
SHSS,VARMMAFF5,Månedsfordelt varighed AF-forsøg,Monthly duration of AF trial
SHSS,VARMMAFF6,Månedsfordelt varighed AF-forsøg,Monthly duration of AF trial
SHSS,VARMMAFF7,Månedsfordelt varighed AF-forsøg,Monthly duration of AF trial
SHSS,VARMMAFF8,Månedsfordelt varighed AF-forsøg,Monthly duration of AF trial
SHSS,VARMMAFF9,Månedsfordelt varighed AF-forsøg,Monthly duration of AF trial
SHSS,VARMMAFU1,Månedsfordelt varighed AF-uddannelse,Monthly duration of AF training
SHSS,VARMMAFU10,Månedsfordelt varighed AF-uddannelse,Monthly duration of AF training
SHSS,VARMMAFU11,Månedsfordelt varighed AF-uddannelse,Monthly duration of AF training
SHSS,VARMMAFU12,Månedsfordelt varighed AF-uddannelse,Monthly duration of AF training
SHSS,VARMMAFU2,Månedsfordelt varighed AF-uddannelse,Monthly duration of AF training
SHSS,VARMMAFU3,Månedsfordelt varighed AF-uddannelse,Monthly duration of AF training
SHSS,VARMMAFU4,Månedsfordelt varighed AF-uddannelse,Monthly duration of AF training
SHSS,VARMMAFU5,Månedsfordelt varighed AF-uddannelse,Monthly duration of AF training
SHSS,VARMMAFU6,Månedsfordelt varighed AF-uddannelse,Monthly duration of AF training
SHSS,VARMMAFU7,Månedsfordelt varighed AF-uddannelse,Monthly duration of AF training
SHSS,VARMMAFU8,Månedsfordelt varighed AF-uddannelse,Monthly duration of AF training
SHSS,VARMMAFU9,Månedsfordelt varighed AF-uddannelse,Monthly duration of AF training
SHSS,VARMMAK1,Månedsfordelt varighed aktivering,Monthly duration activation
SHSS,VARMMAK10,Månedsfordelt varighed aktivering,Monthly duration activation
SHSS,VARMMAK11,Månedsfordelt varighed aktivering,Monthly duration activation
SHSS,VARMMAK12,Månedsfordelt varighed aktivering,Monthly duration activation
SHSS,VARMMAK2,Månedsfordelt varighed aktivering,Monthly duration activation
SHSS,VARMMAK3,Månedsfordelt varighed aktivering,Monthly duration activation
SHSS,VARMMAK4,Månedsfordelt varighed aktivering,Monthly duration activation
SHSS,VARMMAK5,Månedsfordelt varighed aktivering,Monthly duration activation
SHSS,VARMMAK6,Månedsfordelt varighed aktivering,Monthly duration activation
SHSS,VARMMAK7,Månedsfordelt varighed aktivering,Monthly duration activation
SHSS,VARMMAK8,Månedsfordelt varighed aktivering,Monthly duration activation
SHSS,VARMMAK9,Månedsfordelt varighed aktivering,Monthly duration activation
SHSS,VARMMAN1,Md.fordelt varigh arbl.dp. ekskl. kontanthjælpsledige,Md.fordelt varigh arbl.dp. excl. cash unemployed
SHSS,VARMMAN10,Md.fordelt varigh arbl.dp. ekskl. kontanthjælpsledige,Md.distributed varigh arbl.dp. excl. cash unemployed
SHSS,VARMMAN11,Md.fordelt varigh arbl.dp. ekskl. kontanthjælpsledige,Md.distributed varigh arbl.dp. excl. cash unemployed
SHSS,VARMMAN12,Md.fordelt varigh arbl.dp. ekskl. kontanthjælpsledige,Md.fordelt varigh arbl.dp. excl. cash unemployed
SHSS,VARMMAN2,Md.fordelt varigh arbl.dp. ekskl. kontanthjælpsledige,Md.distributed varigh arbl.dp. excl. cash unemployed
SHSS,VARMMAN3,Md.fordelt varigh arbl.dp. ekskl. kontanthjælpsledige,Md.distributed varigh arbl.dp. excl. cash unemployed
SHSS,VARMMAN4,Md.fordelt varigh arbl.dp. ekskl. kontanthjælpsledige,Md.fordelt varigh arbl.dp. excl. cash unemployed
SHSS,VARMMAN5,Md.fordelt varigh arbl.dp. ekskl. kontanthjælpsledige,Md.fordelt varigh arbl.dp. excl. cash unemployed
SHSS,VARMMAN6,Md.fordelt varigh arbl.dp. ekskl. kontanthjælpsledige,Md.distributed varigh arbl.dp. excl. cash unemployed
SHSS,VARMMAN7,Md.fordelt varigh arbl.dp. ekskl. kontanthjælpsledige,Md.distributed varigh arbl.dp. excl. cash unemployed
SHSS,VARMMAN8,Md.fordelt varigh arbl.dp. ekskl. kontanthjælpsledige,Md.fordelt varigh arbl.dp. excl. cash unemployed
SHSS,VARMMAN9,Md.fordelt varigh arbl.dp. ekskl. kontanthjælpsledige,Md.distributed varigh arbl.dp. excl. cash unemployed
SHSS,VARMMF1,Månedsfordelt varighed underhold,Monthly duration of maintenance
SHSS,VARMMF10,Månedsfordelt varighed underhold,Monthly duration of maintenance
SHSS,VARMMF11,Månedsfordelt varighed underhold,Monthly duration of maintenance
SHSS,VARMMF12,Månedsfordelt varighed underhold,Monthly duration of maintenance
SHSS,VARMMF2,Månedsfordelt varighed underhold,Monthly duration of maintenance
SHSS,VARMMF3,Månedsfordelt varighed underhold,Monthly duration of maintenance
SHSS,VARMMF4,Månedsfordelt varighed underhold,Monthly duration of maintenance
SHSS,VARMMF5,Månedsfordelt varighed underhold,Monthly duration of maintenance
SHSS,VARMMF6,Månedsfordelt varighed underhold,Monthly duration of maintenance
SHSS,VARMMF7,Månedsfordelt varighed underhold,Monthly duration of maintenance
SHSS,VARMMF8,Månedsfordelt varighed underhold,Monthly duration of maintenance
SHSS,VARMMF9,Månedsfordelt varighed underhold,Monthly duration of maintenance
SHSS,VARMMK1,Md.fordelt varigh kont.hj. (Underhold+rev),Md.distributed duration cont.hj. (Maintenance + rev)
SHSS,VARMMK10,Md.fordelt varigh kont.hj. (Underhold+rev),Md.distributed duration cont.hj. (Maintenance + rev)
SHSS,VARMMK11,Md.fordelt varigh kont.hj. (Underhold+rev),Md.distributed duration cont.hj. (Maintenance + rev)
SHSS,VARMMK12,Md.fordelt varigh kont.hj. (Underhold+rev),Monthly distributed duration cont.hj. (Maintenance + rev)
SHSS,VARMMK2,Md.fordelt varigh kont.hj. (Underhold+rev),Md.distributed duration cont.hj. (Maintenance + rev)
SHSS,VARMMK3,Md.fordelt varigh kont.hj. (Underhold+rev),Md.distributed duration cont.hj. (Maintenance + rev)
SHSS,VARMMK4,Md.fordelt varigh kont.hj. (Underhold+rev),Md.distributed duration cont.hj. (Maintenance + rev)
SHSS,VARMMK5,Md.fordelt varigh kont.hj. (Underhold+rev),Md.distributed duration cont.hj. (Maintenance + rev)
SHSS,VARMMK6,Md.fordelt varigh kont.hj. (Underhold+rev),Md.distributed duration cont.hj. (Maintenance + rev)
SHSS,VARMMK7,Md.fordelt varigh kont.hj. (Underhold+rev),Md.distributed duration cont.hj. (Maintenance + rev)
SHSS,VARMMK8,Md.fordelt varigh kont.hj. (Underhold+rev),Md.distributed duration cont.hj. (Maintenance + rev)
SHSS,VARMMK9,Md.fordelt varigh kont.hj. (Underhold+rev),Md.distributed duration cont.hj. (Maintenance + rev)
SHSS,VARMML1,Månedsfordelt varighedf ledighedssydelse,Monthly duration of unemployment benefit
SHSS,VARMML10,Månedsfordelt varighedf ledighedssydelse,Monthly duration of unemployment benefit
SHSS,VARMML11,Månedsfordelt varighedf ledighedssydelse,Monthly duration of unemployment benefit
SHSS,VARMML12,Månedsfordelt varighedf ledighedssydelse,Monthly duration of unemployment benefit
SHSS,VARMML2,Månedsfordelt varighedf ledighedssydelse,Monthly duration of unemployment benefit
SHSS,VARMML3,Månedsfordelt varighedf ledighedssydelse,Monthly duration of unemployment benefit
SHSS,VARMML4,Månedsfordelt varighedf ledighedssydelse,Monthly duration of unemployment benefit
SHSS,VARMML5,Månedsfordelt varighedf ledighedssydelse,Monthly duration of unemployment benefit
SHSS,VARMML6,Månedsfordelt varighedf ledighedssydelse,Monthly duration of unemployment benefit
SHSS,VARMML7,Månedsfordelt varighedf ledighedssydelse,Monthly duration of unemployment benefit
SHSS,VARMML8,Månedsfordelt varighedf ledighedssydelse,Monthly duration of unemployment benefit
SHSS,VARMML9,Månedsfordelt varighedf ledighedssydelse,Monthly duration of unemployment benefit
SHSS,VARMMLYD1,Månedsfordelt varighedf ledighedssydelse MD: 1,Monthly duration of unemployment benefit MD: 1
SHSS,VARMMLYD10,Månedsfordelt varighedf ledighedssydelse MD: 10,Monthly distributed unemployment benefit MD: 10
SHSS,VARMMLYD11,Månedsfordelt varighedf ledighedssydelse MD: 11,Monthly distributed unemployment benefit MD: 11
SHSS,VARMMLYD12,Månedsfordelt varighedf ledighedssydelse MD: 12,Monthly distributed unemployment benefit MD: 12
SHSS,VARMMLYD2,Månedsfordelt varighedf ledighedssydelse MD: 2,Monthly duration of unemployment benefit MD: 2
SHSS,VARMMLYD3,Månedsfordelt varighedf ledighedssydelse MD: 3,Monthly duration of unemployment benefit MD: 3
SHSS,VARMMLYD4,Månedsfordelt varighedf ledighedssydelse MD: 4,Monthly duration of unemployment benefit MD: 4
SHSS,VARMMLYD5,Månedsfordelt varighedf ledighedssydelse MD: 5,Monthly duration of unemployment benefit MD: 5
SHSS,VARMMLYD6,Månedsfordelt varighedf ledighedssydelse MD: 6,Monthly duration of unemployment benefit MD: 6
SHSS,VARMMLYD7,Månedsfordelt varighedf ledighedssydelse MD: 7,Monthly duration of unemployment benefit MD: 7
SHSS,VARMMLYD8,Månedsfordelt varighedf ledighedssydelse MD: 8,Monthly duration of unemployment benefit MD: 8
SHSS,VARMMLYD9,Månedsfordelt varighedf ledighedssydelse MD: 9,Monthly duration of unemployment benefit MD: 9
SHSS,VARMMO1,Månedsfordelt varighed orlov,Monthly duration of leave
SHSS,VARMMO10,Månedsfordelt varighed orlov,Monthly duration of leave
SHSS,VARMMO11,Månedsfordelt varighed orlov,Monthly duration of leave
SHSS,VARMMO12,Månedsfordelt varighed orlov,Monthly duration of leave
SHSS,VARMMO2,Månedsfordelt varighed orlov,Monthly duration of leave
SHSS,VARMMO3,Månedsfordelt varighed orlov,Monthly duration of leave
SHSS,VARMMO4,Månedsfordelt varighed orlov,Monthly duration of leave
SHSS,VARMMO5,Månedsfordelt varighed orlov,Monthly duration of leave
SHSS,VARMMO6,Månedsfordelt varighed orlov,Monthly duration of leave
SHSS,VARMMO7,Månedsfordelt varighed orlov,Monthly duration of leave
SHSS,VARMMO8,Månedsfordelt varighed orlov,Monthly duration of leave
SHSS,VARMMO9,Månedsfordelt varighed orlov,Monthly duration of leave
SHSS,VARMMS1,Md.fordelt varighed syge-/barselsdagpenge,Monthly distributed duration sickness / maternity benefits
SHSS,VARMMS10,Md.fordelt varighed syge-/barselsdagpenge,Monthly distributed duration sickness / maternity benefits
SHSS,VARMMS11,Md.fordelt varighed syge-/barselsdagpenge,Monthly distributed duration sickness / maternity benefits
SHSS,VARMMS12,Md.fordelt varighed syge-/barselsdagpenge,Monthly distributed duration sickness / maternity benefits
SHSS,VARMMS2,Md.fordelt varighed syge-/barselsdagpenge,Monthly distributed duration sickness / maternity benefits
SHSS,VARMMS3,Md.fordelt varighed syge-/barselsdagpenge,Monthly distributed duration sickness / maternity benefits
SHSS,VARMMS4,Md.fordelt varighed syge-/barselsdagpenge,Monthly distributed duration sickness / maternity benefits
SHSS,VARMMS5,Md.fordelt varighed syge-/barselsdagpenge,Monthly distributed duration sickness / maternity benefits
SHSS,VARMMS6,Md.fordelt varighed syge-/barselsdagpenge,Monthly distributed duration sickness / maternity benefits
SHSS,VARMMS7,Md.fordelt varighed syge-/barselsdagpenge,Monthly distributed duration sickness / maternity benefits
SHSS,VARMMS8,Md.fordelt varighed syge-/barselsdagpenge,Monthly distributed duration sickness / maternity benefits
SHSS,VARMMS9,Md.fordelt varighed syge-/barselsdagpenge,Monthly distributed duration sickness / maternity benefits
SHSS,VARMMSF1,Månedsfordelt varighed barselsdagpenge,Monthly duration maternity benefit
SHSS,VARMMSF10,Månedsfordelt varighed barselsdagpenge,Monthly duration maternity benefit
SHSS,VARMMSF11,Månedsfordelt varighed barselsdagpenge,Monthly duration maternity benefit
SHSS,VARMMSF12,Månedsfordelt varighed barselsdagpenge,Monthly duration maternity benefit
SHSS,VARMMSF2,Månedsfordelt varighed barselsdagpenge,Monthly duration maternity allowance
SHSS,VARMMSF3,Månedsfordelt varighed barselsdagpenge,Monthly duration maternity benefit
SHSS,VARMMSF4,Månedsfordelt varighed barselsdagpenge,Monthly duration maternity benefit
SHSS,VARMMSF5,Månedsfordelt varighed barselsdagpenge,Monthly duration maternity benefit
SHSS,VARMMSF6,Månedsfordelt varighed barselsdagpenge,Monthly duration maternity allowance
SHSS,VARMMSF7,Månedsfordelt varighed barselsdagpenge,Monthly duration maternity allowance
SHSS,VARMMSF8,Månedsfordelt varighed barselsdagpenge,Monthly duration maternity allowance
SHSS,VARMMSF9,Månedsfordelt varighed barselsdagpenge,Monthly duration maternity benefit
SHSS,VARMMSS1,Månedsfordelt varighed sygedagpenge,Monthly duration of sickness benefits
SHSS,VARMMSS10,Månedsfordelt varighed sygedagpenge,Monthly duration of sickness benefits
SHSS,VARMMSS11,Månedsfordelt varighed sygedagpenge,Monthly duration of sickness benefits
SHSS,VARMMSS12,Månedsfordelt varighed sygedagpenge,Monthly duration of sickness benefits
