use_in_application,reason_for_use,register_name,table_name,variable_name,variable_description,periode,known_data_break_changes,kendte_databrud_aendringer,variablebeskrivelse
1,,DRG,"soma_t18_drgkont""aktivitetsår""",patienttype,,2018,,,"Patienttype (0 = stationær, 2 = ambulant, 4 = hjernedød)"
1,,DRG,"soma_t18_drgkont""aktivitetsår""",pris_drg,,2018,,,"Pris for DRG-gruppe, inklusiv afregningsregler"
1,,DRG,"soma_t18_drgkont""aktivitetsår""",proc01,,2018,,,Procedure 1
1,,DRG,"soma_t18_drgkont""aktivitetsår""",proc02,,2018,,,Procedure 2
1,,DRG,"soma_t18_drgkont""aktivitetsår""",proc03,,2018,,,Procedure 3
1,,DRG,"soma_t18_drgkont""aktivitetsår""",recnum,,2018,,,Recordnummer for LPR-kontakt
1,,DRG,"soma_t18_drgkont""aktivitetsår""",totalpris_drg,,2018,,,Totalpris for DRG-kontakt (pris_drg + lanliggergpris)
1,,DRG,"soma_t18_drgkont""aktivitetsår""",uddato,,2018,,,Udskrivningsdato for LPR-kontakt
1,,DRG,"soma_t18_drgkont""aktivitetsår""",udmaade,,2018,,,Udskrivningsmåde
1,,DRG,"soma_t18_drgkont""aktivitetsår""",udtidspunkt_drgkontakt,,2018,,,"Konstrueret udtidspunkt for DRG-kontakt ud fra uddato, udtime og ambulant_dato"
1,,DRG,"soma_l2_t19_drgsghfor""aktivitetsår""",cpr,,jan 2019 - mar 2019,,,CPR-nummer
1,,DRG,"soma_l2_t19_drgsghfor""aktivitetsår""",id,,jan 2019 - mar 2019,,,"Primærnøgle for DRG-sygehusforløb og koblingsnøgle til tabellerne
soma_l2_t19_drgkontakt[aktivitetsår] og soma_l3_t19_overgang19"
1,,DRG,"soma_l2_t19_drgsghfor""aktivitetsår""",drg_kontakt_id_drgsghf,,jan 2019 - mar 2019,,,"ID for DRG-kontakt i forløbet, som er afgørende for DRG-sygehusforløbets gruppering"
1,,DRG,"soma_l2_t19_drgsghfor""aktivitetsår""",adiag_drgsgh_ind,,jan 2019 - mar 2019,,,Aktionsdiagnose for indkontakt i DRG-forløb
1,,DRG,"soma_l2_t19_drgsghfor""aktivitetsår""",adiag_drgsgh_ud,,jan 2019 - mar 2019,,,Aktionsdiagnose for udkontakt i DRG-forløb
1,,DRG,"soma_l2_t19_drgsghfor""aktivitetsår""",adiag_drgsghf,,jan 2019 - mar 2019,,,Aktionsdiagnose for DRG-forløb (udvalgt blandt DRG-kontakternes dia01)
1,,DRG,"soma_l2_t19_drgsghfor""aktivitetsår""",afregn_drgsghf,,jan 2019 - mar 2019,,,Markør for afregning af DRG-forløb (fra den dyreste enkeltgrupperede kontakt i forløb)
1,,DRG,"soma_l2_t19_drgsghfor""aktivitetsår""",afslutning_drgsghf,,jan 2019 - mar 2019,,,Afslutningsmåde for DRG-forløb (fra udkontakt i forløb)
1,,DRG,"soma_l2_t19_drgsghfor""aktivitetsår""",aktivitetsaar,,jan 2019 - mar 2019,,,Aktivitetsår for DRG-forløb
1,,DRG,"soma_l2_t19_drgsghfor""aktivitetsår""",antal_i_forlob,,jan 2019 - mar 2019,,,Antal drg-kontakter i DRG-forløb
1,,DRG,"soma_l2_t19_drgsghfor""aktivitetsår""",diagnosekilde_drgsghf,,jan 2019 - mar 2019,,,Kilde til aktionsdiagnose for DRG-forløb
1,,DRG,"soma_l2_t19_drgsghfor""aktivitetsår""",drg_drgsghf,,jan 2019 - mar 2019,,,"DRG-forløbets DRG-gruppe, inklusiv afregningsregler"
1,,DRG,"soma_l2_t19_drgsghfor""aktivitetsår""",drgkontakttype_drgsghf,,jan 2019 - mar 2019,,,"Kontakttype anvendt i grupperingsnøglen 
9 = forløb indeholder min. én kontakt med kontakttype 9
6 = forløbet indeholder kun kontakter med kontakttype 5 (ikke-besøg) eller 6 (egne forløb)
5 = forløbet indeholder kun kontakter med kontakttype 5 (ikke-besøg)"
1,,DRG,"soma_l2_t19_drgsghfor""aktivitetsår""",indtidspunkt_drgsghf,,jan 2019 - mar 2019,,,Konstrueret indtidspunkt for DRG-forløb
1,,DRG,"soma_l2_t19_drgsghfor""aktivitetsår""",langliggerpris_drgsghf,,jan 2019 - mar 2019,,,Langliggerpris for DRG-forløb
1,,DRG,"soma_l2_t19_drgsghfor""aktivitetsår""",pris_drg_drgsghf,,jan 2019 - mar 2019,,,"Pris for DRG-gruppe, inklusiv afregningsregler"
1,,DRG,"soma_l2_t19_drgsghfor""aktivitetsår""",pris_drg_grouper_drgsghf,,jan 2019 - mar 2019,,,Pris på DRG-gruppe
1,,DRG,"soma_l2_t19_drgsghfor""aktivitetsår""",sygehus,,jan 2019 - mar 2019,,,Sygehuskode
1,,DRG,"soma_l2_t19_drgsghfor""aktivitetsår""",sygehus_region_drgsghf,,jan 2019 - mar 2019,,,Sygehusregion for DRG-forløb
1,,DRG,"soma_l2_t19_drgsghfor""aktivitetsår""",totalpris_drgsghf,,jan 2019 - mar 2019,,,Total pris for DRG-forløb (pris_drg_drgsghf + langliggerpris_drgsghf)
1,,DRG,"soma_l2_t19_drgkont""aktivitetsår""",cpr,,jan 2019 - mar 2019,,,CPR-nummer
1,,DRG,"soma_l2_t19_drgkont""aktivitetsår""",id,,jan 2019 - mar 2019,,,Primærnøgle for DRG-kontakt og koblingsnøgle til tabellen soma_l2_t19_proc[aktivitetsår]
1,,DRG,"soma_l2_t19_drgkont""aktivitetsår""",drgsghforlob_id,,jan 2019 - mar 2019,,,Koblingsnøgle til tabellen soma_l2_t19_drgsghfor[aktivitetsår]
1,,DRG,"soma_l2_t19_drgkont""aktivitetsår""",adiag,,jan 2019 - mar 2019,,,Aktionsdiagnose
1,,DRG,"soma_l2_t19_drgkont""aktivitetsår""",akut_elektiv,,jan 2019 - mar 2019,,,"Markør for ambulant DRG-kontakt (1 = planlagt ambulant, 0 = akut ambulant)"
1,,DRG,"soma_l2_t19_drgkont""aktivitetsår""",ambulant_dato,,jan 2019 - mar 2019,,,"Dato for ambulant besøg eller procedure, anvendt ved dannelsen af DRG-kontakt 
(kun planlagt ambulante LPR-kontakter)"
1,,DRG,"soma_l2_t19_drgkont""aktivitetsår""",blok,,jan 2019 - mar 2019,,,Inddeling af speciale i blokke.
1,,DRG,"soma_l2_t19_drgkont""aktivitetsår""",dia01,,jan 2019 - mar 2019,,,Diagnose 1
1,,DRG,"soma_l2_t19_drgkont""aktivitetsår""",dia02,,jan 2019 - mar 2019,,,Diagnose 2
1,,DRG,"soma_l2_t19_drgkont""aktivitetsår""",dia03,,jan 2019 - mar 2019,,,Diagnose 3
1,,DRG,"soma_l2_t19_drgkont""aktivitetsår""",drg_grouper,,jan 2019 - mar 2019,,,Kontaktens DRG-gruppe
1,,DRG,"soma_l2_t19_drgkont""aktivitetsår""",drgkontakttype,,jan 2019 - mar 2019,,,"Kontakttype anvendt i grupperingsnøglen (6=egne forløb, 5=ikke-besøg, 9=øvrige)"
1,,DRG,"soma_l2_t19_drgkont""aktivitetsår""",drgsghforlob_nr,,jan 2019 - mar 2019,,,Kontaktens nummer i DRG-forløb
1,,DRG,"soma_l2_t19_drgkont""aktivitetsår""",drgsghforlob_udtidspunkt,,jan 2019 - mar 2019,,,Udtidspunkt for kontaktens DRG-forløb (bestemmer aktivitetsår for kontakt)
1,,DRG,"soma_l2_t19_drgkont""aktivitetsår""",inddato,,jan 2019 - mar 2019,,,Indskrivningsdato
1,,DRG,"soma_l2_t19_drgkont""aktivitetsår""",indmaade,,jan 2019 - mar 2019,,,"Indlæggelsesmåde (1 = akut, 2 = ikke akut)"
1,,DRG,"soma_l2_t19_drgkont""aktivitetsår""",indtidspunkt_drgkontakt,,jan 2019 - mar 2019,,,"Konstrueret indtidspunkt for DRG-kontakt ud fra inddato, indtime, indminut og ambulant_dato"
1,,DRG,"soma_l2_t19_drgkont""aktivitetsår""",kontakt_id,,jan 2019 - mar 2019,,,Indberetnings-ID fra LPR2 (contact_identification_id)
1,,DRG,"soma_l2_t19_drgkont""aktivitetsår""",patienttype,,jan 2019 - mar 2019,,,"Patienttype (0 = stationær, 2 = ambulant, 4 = hjernedød)"
1,,DRG,"soma_l2_t19_drgkont""aktivitetsår""",pris_drg,,jan 2019 - mar 2019,,,"Pris for DRG-gruppe, inklusiv afregningsregler"
1,,DRG,"soma_l2_t19_drgkont""aktivitetsår""",proc01,,jan 2019 - mar 2019,,,Procedure 1
1,,DRG,"soma_l2_t19_drgkont""aktivitetsår""",proc02,,jan 2019 - mar 2019,,,Procedure 2
1,,DRG,"soma_l2_t19_drgkont""aktivitetsår""",proc03,,jan 2019 - mar 2019,,,Procedure 3
1,,DRG,"soma_l2_t19_drgkont""aktivitetsår""",recnum,,jan 2019 - mar 2019,,,Recordnummer for LPR-kontakt
1,,DRG,"soma_l2_t19_drgkont""aktivitetsår""",sygehus,,jan 2019 - mar 2019,,,Sygehuskode
1,,DRG,"soma_l2_t19_drgkont""aktivitetsår""",uddato,,jan 2019 - mar 2019,,,Udskrivningsdato for LPR-kontakt
1,,DRG,"soma_l2_t19_drgkont""aktivitetsår""",udmaade,,jan 2019 - mar 2019,,,Udskrivningsmåde
1,,DRG,"soma_l2_t19_drgkont""aktivitetsår""",udtidspunkt_drgkontakt,,jan 2019 - mar 2019,,,"Konstrueret udtidspunkt for DRG-kontakt ud fra uddato, udtime og ambulant_dato"
1,,DRG,"soma_l2_t19_proc""aktivitetsår""",drgsghforlob_id,,jan 2019 - mar 2019,,,Koblingsnøgle til tabellen soma_l2_t19_drgsghfor[aktivitetsår]
1,,DRG,soma_l3_t19_drgsghfor19,cpr,,2019,,,CPR-nummer
1,,DRG,soma_l3_t19_drgsghfor19,adiag_drgsghf,,2019,,,
1,,DRG,soma_l3_t19_drgsghfor19,afslutningsmaade_drgsghf,,2019,,,
1,,DRG,soma_l3_t19_drgsghfor19,aktivitetsaar,,2019,,,
1,,DRG,soma_l3_t19_drgsghfor19,antal_i_forlob,,2019,,,
1,,DRG,soma_l3_t19_drgsghfor19,drg_drgsghf,,2019,,,
1,,DRG,soma_l3_t19_drgsghfor19,drg_kontakt_id_drgsghf,,2019,,,"ID for DRG-kontakt i forløbet, som er afgørende for DRG-sygehusforløbets gruppering"
1,,DRG,soma_l3_t19_drgsghfor19,drgkontakttype_drgsghf,,2019,,,
1,,DRG,soma_l3_t19_drgsghfor19,drgsghforlob_type,,2019,,,
1,,DRG,soma_l3_t19_drgsghfor19,id,,2019,,,Primærnøgle for DRG-sygehusforløb og koblingsnøgle til tabellerne soma_l3_t19_drgkontakt19 og soma_l3_t19_overgang19
1,,DRG,soma_l3_t19_drgsghfor19,indtidspunkt_drgsghf,,2019,,,
1,,DRG,soma_l3_t19_drgsghfor19,langliggerpris_drgsghf,,2019,,,
1,,DRG,soma_l3_t19_drgsghfor19,pris_drg_drgsghf,,2019,,,
1,,DRG,soma_l3_t19_drgsghfor19,sygdomsforlob_id,,2019,,,Fælles ID for alle kontakter i samme helbredsforløb i LPR3
1,,DRG,soma_l3_t19_drgsghfor19,sygehus,,2019,,,
1,,DRG,soma_l3_t19_drgsghfor19,sygehus_region,,2019,,,
1,,DRG,soma_l3_t19_drgsghfor19,totalpris_drgsghf,,2019,,,
1,,DRG,soma_l3_t19_drgkont19,cpr,,2019,,,CPR-nummer
1,,DRG,soma_l3_t19_drgkont19,afslutningsmaade,,2019,,,
1,,DRG,soma_l3_t19_drgkont19,aktivitetsaar,,2019,,,
1,,DRG,soma_l3_t19_drgkont19,dia01,,2019,,,
1,,DRG,soma_l3_t19_drgkont19,dia02,,2019,,,
1,,DRG,soma_l3_t19_drgkont19,dia03,,2019,,,
1,,DRG,soma_l3_t19_drgkont19,drg,,2019,,,
1,,DRG,soma_l3_t19_drgkont19,drg_drgsghf,,2019,,,
1,,DRG,soma_l3_t19_drgkont19,drgsghforlob_id,,2019,,,Koblingsnøgle til tabellen soma_l3_t19_drgsghfor19
1,,DRG,soma_l3_t19_drgkont19,drgsghforlob_nr,,2019,,,
1,,DRG,soma_l3_t19_drgkont19,henvisningsmaade,,2019,,,
1,,DRG,soma_l3_t19_drgkont19,id,,2019,,,"Primærnøgle for DRG-kontakt og koblingsnøgle til tabellerne 
soma_l3_t19_diag19, soma_l3_t19_proc19 og soma_l3_t19_int_kode19"
1,,DRG,soma_l3_t19_drgkont19,langliggerpris,,2019,,,
1,,DRG,soma_l3_t19_drgkont19,pris_drg,,2019,,,
1,,DRG,soma_l3_t19_drgkont19,proc01,,2019,,,
1,,DRG,soma_l3_t19_drgkont19,proc02,,2019,,,
1,,DRG,soma_l3_t19_drgkont19,proc03,,2019,,,
1,,DRG,soma_l3_t19_drgkont19,sygdomsforlob_id,,2019,,,Fælles ID for alle kontakter i samme helbredsforløb i LPR3
1,,DRG,soma_l3_t19_drgkont19,sygehus,,2019,,,
1,,DRG,soma_l3_t19_drgkont19,sygehus_region,,2019,,,
1,,DRG,soma_l3_t19_drgkont19,tdia01,,2019,,,
1,,DRG,soma_l3_t19_drgkont19,tdia02,,2019,,,
1,,DRG,soma_l3_t19_drgkont19,tdia03,,2019,,,
1,,DRG,soma_l3_t19_drgkont19,totalpris_drg,,2019,,,
1,,DRG,soma_l3_t19_drgkont19,tungeste_drgkontakt,,2019,,,
1,,DRG,soma_l3_t19_drgkont19,udfaldsgivende_kontakt,,2019,,,
1,,DRG,soma_l3_t19_overgang19,drgsghforlob_id_lpr2,,2019,,,Koblingsnøgle til tabellen soma_l2_t19_drgsghfor19
1,,DRG,soma_l3_t19_overgang19,drg_drgsghf_lpr2,,2019,,,
1,,DRG,soma_l3_t19_overgang19,drg_drgsghf_lpr3,,2019,,,
1,,DRG,soma_l3_t19_overgang19,drgsghforlob_id_lpr3,,2019,,,Koblingsnøgle til tabellen soma_l3_t19_drgsghfor19
1,,DRG,"soma_t""takstår""_drgsghfor""aktivitetsår""",adiag_drgsghf,,2020 -,,,
1,,DRG,"soma_t""takstår""_drgsghfor""aktivitetsår""",afslutningsmaade_drgsghf,,2020 -,,,
1,,DRG,"soma_t""takstår""_drgsghfor""aktivitetsår""",aktivitetsaar,,2020 -,,,
1,,DRG,"soma_t""takstår""_drgsghfor""aktivitetsår""",antal_i_forlob,,2020 -,,,
1,,DRG,"soma_t""takstår""_drgsghfor""aktivitetsår""",drg_drgsghf,,2020 -,,,
1,,DRG,"soma_t""takstår""_drgsghfor""aktivitetsår""",drg_kontakt_id_drgsghf,,2020 -,,,"ID for DRG-kontakt i forløbet, som er afgørende for DRG-sygehusforløbets gruppering"
1,,DRG,"soma_t""takstår""_drgsghfor""aktivitetsår""",drgkontakttype_drgsghf,,2020 -,,,
1,,DRG,"soma_t""takstår""_drgsghfor""aktivitetsår""",drgsghforlob_type,,2020 -,,,
1,,DRG,"soma_t""takstår""_drgsghfor""aktivitetsår""",henvisningsmaade_drgsghf,,2020 -,,,
1,,DRG,"soma_t""takstår""_drgsghfor""aktivitetsår""",id,,2020 -,,,"Primærnøgle for DRG-sygehusforløb og koblingsnøgle til tabellen 
soma_t[takstår]_drgkontakt[aktivitetsår]"
1,,DRG,"soma_t""takstår""_drgsghfor""aktivitetsår""",indtidspunkt_drgsghf,,2020 -,,,
1,,DRG,"soma_t""takstår""_drgsghfor""aktivitetsår""",pris_drg_drgsghf,,2020 -,,,
1,,DRG,"soma_t""takstår""_drgsghfor""aktivitetsår""",sygdomsforlob_id,,2020 -,,,Fælles ID for alle kontakter i samme helbredsforløb i LPR3
1,,DRG,"soma_t""takstår""_drgsghfor""aktivitetsår""",sygehus,,2020 -,,,
1,,DRG,"soma_t""takstår""_drgsghfor""aktivitetsår""",sygehus_region,,2020 -,,,
1,,DRG,"soma_t""takstår""_drgsghfor""aktivitetsår""",totalpris_drgsghf,,2020 -,,,
1,,DRG,"soma_t""takstår""_drgkont""aktivitetsår""",cpr,,2020 -,,,CPR-nummer
1,,DRG,"soma_t""takstår""_drgkont""aktivitetsår""",afslutningsmaade,,2020 -,,,
1,,DRG,"soma_t""takstår""_drgkont""aktivitetsår""",aktivitetsaar,,2020 -,,,
1,,DRG,"soma_t""takstår""_drgkont""aktivitetsår""",dia01,,2020 -,,,
1,,DRG,"soma_t""takstår""_drgkont""aktivitetsår""",dia02,,2020 -,,,
1,,DRG,"soma_t""takstår""_drgkont""aktivitetsår""",dia03,,2020 -,,,
1,,DRG,"soma_t""takstår""_drgkont""aktivitetsår""",drg,,2020 -,,,
1,,DRG,"soma_t""takstår""_drgkont""aktivitetsår""",drg_drgsghf,,2020 -,,,
1,,DRG,"soma_t""takstår""_drgkont""aktivitetsår""",drgsghforlob_id,,2020 -,,,Koblingsnøgle til tabellen soma_t[takstår]_drgsghfor[aktivitetsår]
1,,DRG,"soma_t""takstår""_drgkont""aktivitetsår""",drgsghforlob_nr,,2020 -,,,
1,,DRG,"soma_t""takstår""_drgkont""aktivitetsår""",henvisningsmaade,,2020 -,,,
1,,DRG,"soma_t""takstår""_drgkont""aktivitetsår""",id,,2020 -,,,"Primærnøgle for DRG-kontakt og koblingsnøgle til tabellerne soma_t[takstår]_diag[aktivitetsår], 
soma_t[takstår]_proc[aktivitetsår] og soma_t[takstår]_int_kode[aktivitetsår]"
1,,DRG,"soma_t""takstår""_drgkont""aktivitetsår""",langliggerpris,,2020 -,,,
1,,DRG,"soma_t""takstår""_drgkont""aktivitetsår""",pris_drg,,2020 -,,,
1,,DRG,"soma_t""takstår""_drgkont""aktivitetsår""",proc01,,2020 -,,,
1,,DRG,"soma_t""takstår""_drgkont""aktivitetsår""",proc02,,2020 -,,,
1,,DRG,"soma_t""takstår""_drgkont""aktivitetsår""",proc03,,2020 -,,,
1,,DRG,"soma_t""takstår""_drgkont""aktivitetsår""",sygdomsforlob_id,,2020 -,,,Fælles ID for alle kontakter i samme helbredsforløb i LPR3
1,,DRG,"soma_t""takstår""_drgkont""aktivitetsår""",sygehus,,2020 -,,,
1,,DRG,"soma_t""takstår""_drgkont""aktivitetsår""",sygehus_region,,2020 -,,,
1,,DRG,"soma_t""takstår""_drgkont""aktivitetsår""",tdia01,,2020 -,,,
1,,DRG,"soma_t""takstår""_drgkont""aktivitetsår""",tdia02,,2020 -,,,
1,,DRG,"soma_t""takstår""_drgkont""aktivitetsår""",tdia03,,2020 -,,,
1,,DRG,"soma_t""takstår""_drgkont""aktivitetsår""",totalpris_drg,,2020 -,,,
1,,DRG,"soma_t""takstår""_drgkont""aktivitetsår""",tungeste_drgkontakt,,2020 -,,,
1,,DRG,"soma_t""takstår""_drgkont""aktivitetsår""",udfaldsgivende_kontakt,,2020 -,,,
1,,RUKS,kronikere,cpr,,1995 -,,,CPR-nummer
1,,RUKS,kronikere,aarsag_tekst,,1995 -,,,Årsag til inklusion/eksklusion
1,,RUKS,kronikere,debut,,1995 -,,,Debutdato for kronisk sygdom/svær psykisk lidelse
1,,RUKS,kronikere,opdateringsdato,,1995 -,,,Opdateringsdato
1,,RUKS,kronikere,status,,1995 -,,,Statuskode fra CPR-registeret
1,,RUKS,kronikere,sygdom,,1995 -,,,Kronisk sygdom/svær psykisk lidelse
1,,RUKS,kronikere,uddato,,1995 -,,,Eksklusionsdato
1,,LAB,lab_dm_forsker,analysiscode,,2008 -,,,NPU/DNK-kode for den målte kvantitet
1,,LAB,lab_dm_forsker,laboratorium_idcode,,2008 -,,,Producerende laboratorie
1,,LAB,lab_dm_forsker,patient_cpr,,2008 -,,,CPR-nummer
1,,LAB,lab_dm_forsker,referenceinterval_lowerlimit,,2008 -,,,Nedre grænse for referenceintervallet for analyseresultatet
1,,LAB,lab_dm_forsker,referenceinterval_upperlimit,,2008 -,,,Øvre grænse for referenceintervallet for analyseresultatet
1,,LAB,lab_dm_forsker,resulttype,,2008 -,,,Angiver om analyseresultat er numerisk eller alfanumerisk
1,,LAB,lab_dm_forsker,samplingdate,,2008 -,,,Prøvetagningsdato
1,,LAB,lab_dm_forsker,samplingtime,,2008 -,,,Prøvetagningstidspunkt
1,,LAB,lab_dm_forsker,unit,,2008 -,,,Enhed for indholdet i value
1,,LAB,lab_dm_forsker,value,,2008 -,,,Analyseresultat i tal eller tekst
1,,Cancerregisteret,,K_CPRNR,,1943 -,,,Personnummer
1,,Cancerregisteret,,K_TUMORNR,,1943 -,,,Tumor løbenr
1,,Cancerregisteret,,D_DIAGNOSEDATO,,1943 -,,,DiagnoseDato ( stemmer oprindelig fra diagnoseår og diag.måned )
1,,Cancerregisteret,,C_ICD10,,1978 -,,,ICD10 koden
1,,Cancerregisteret,,"C_MORFO3
",,1978 -,,,"Histologi, Morfologi iflg. ICDO3 klassifikationen
"
1,,Cancerregisteret,,c_udbred,,1943 - 2003,,,Tumorens udbredelse
1,,Cancerregisteret,,C_UDBRED_KLASSIFIKATION,,2004 -,,,Anvendt udbredelsesklassifikation
1,,Cancerregisteret,,C_TNM_T,,2004 -,,,TNM klassifikation - T-akse
1,,Cancerregisteret,,C_TNM_N,,2004 -,,,TNM klassifikation - N-akse
1,,Cancerregisteret,,C_TNM_M,,2004 -,,,TNM klassifikation - M-akse
1,,Cancerregisteret,,C_MAKROGRUNDLAG,,1943 -,,,Makroskopisk grundlag
1,,Cancerregisteret,,C_MIKROGRUNDLAG,,1943 -,,,Mikroskopisk grundlag
1,,Cancerregisteret,,C_ICD7,,2002 -,,,Den gamle nordiske ICD7-klassifikation
1,,Cancerregisteret,,C_DIAGGR_ICD10,,1978 -,,,ICD10 - diagnosegruppering - undergrupper
1,,Cancerregisteret,,C_ORGGR_ICD10,,1978 -,,,ICD10 - diagnosegruppering - overordnede grupper
1,,Cancerregisteret,,D_STATDATO,,1943 -,,,"Døds- , udrejse- eller forsvundetdato"
1,,Cancerregisteret,,C_STATUS,,1943 -,,,"90=død,80=udrejst,70=forsvundet,blank=levende"
1,,Cancerregisteret,,"c_DIAGGR_Nordcan
",,1943 -,,,"NordCan grupper 
"
1,,LPR_PSYK,,PNR,,1995 - 2021,,,Personnummer
1,,LPR_PSYK,,INDL_DATO,,1995 - 2021,,,Indlæggelsesdato
1,,LPR_PSYK,,UDSK_DATO,,1995 - 2021,,,Udskrivningsdato
1,,LPR_PSYK,,AKTIONSDIAGNOSE,,1995 - 2021,,,Aktionsdiagnose fra 1994 (ICD-10)
1,,LPR_PSYK,,bidiagnose1,,1995 - 2021,,,Bidiagnose 1 
1,,LPR_PSYK,,bidiagnose2,,1995 - 2021,,,Bidiagnose 2 
1,,LPR_PSYK,,bidiagnose3,,1995 - 2021,,,Bidiagnose 3 
1,,LPR_PSYK,,Bidiagnose4,,1995 - 2021,,,Bidiagnose 4 
1,,LPR_PSYK,,Bidiagnose5,,1995 - 2021,,,Bidiagnose 5 
1,,IVF,t_ivf_register,c_i_behmade                       ,,1994 - 2005,,,IVF-behandlingsmetode
1,,IVF,t_ivf_register,d_i_mfoddto                       ,,1994 - 2005,,,IVF kvindens fødselsdato
1,,IVF,t_ivf_register,c_i_sektor                        ,,1994 - 2005,,,Sektor (privat eller offentlig)
1,,IVF,t_ivf_register,d_i_cykldto                       ,,1994 - 2005,,,Startdato for IVF-behandling - alle behandlingsmetoder
1,,IVF,t_ivf_register,v_i_n_modt                        ,,1994 - 2005,,,Antal donoræg modtaget ED-metode
1,,IVF,t_ivf_register,v_i_mcpr                          ,,1994 - 2005,,,IVF kvindens CPRnummer
1,,IVF,t_ivf_register,b_i_ovuldef                       ,,1994 - 2005,,,Anamnese ovulutionsdefekt
1,,IVF,t_ivf_register,b_i_tubafakt                      ,,1994 - 2005,,,Anamnese tubafaktor
1,,IVF,t_ivf_register,b_i_cervfakt                      ,,1994 - 2005,,,Anamnese cervicovaginal uterin faktor
1,,IVF,t_ivf_register,b_i_mandfakt                      ,,1994 - 2005,,,Anamnese mandlige faktor
1,,IVF,t_ivf_register,b_i_anamandenfakt,,1994 - 2005,,,Anamnese andre aarsager
1,,IVF,t_ivf_register,b_i_uspecfakt                     ,,1994 - 2005,,,Anamnese uforklaret uden specifikation
1,,IVF,t_ivf_register,d_i_behdto                        ,,1994 - 2005,,,Dato for start af ICF og ICSI behandling
1,,IVF,t_ivf_register,b_i_aspir                         ,,1994 - 2005,,,Er der foretaget aspiration
1,,IVF,t_ivf_register,d_i_aspdto                        ,,1994 - 2005,,,Dato for aspiration
1,,IVF,t_ivf_register,v_i_n_ocyt                        ,,1994 - 2005,,,Antal æg udtaget
1,,IVF,t_ivf_register,b_i_donorsd                       ,,1994 - 2005,,,Er æg befrugtet md donorsæd
1,,IVF,t_ivf_register,b_i_natcyk                        ,,1994 - 2005,,,Naturlig cyklus IVF og ICSI
1,,IVF,t_ivf_register,b_i_klomifen                      ,,1994 - 2005,,,Er der anvendt klomifen IVF og ICSI
1,,IVF,t_ivf_register,v_i_klomed                        ,,1994 - 2005,,,ATC for klomifen IVF og ICSI
1,,IVF,t_ivf_register,b_i_hmg_fsh                       ,,1994 - 2005,,,Er der anvendt hMG/FSH IVF og ICSI
1,,IVF,t_ivf_register,v_i_hmgfshmed                     ,,1994 - 2005,,,ATC for hMG/FSH IVF og ICSI
1,,IVF,t_ivf_register,b_i_gnrh_a                        ,,1994 - 2005,,,Er der anvendt gnrh:a IVF og ICSI
1,,IVF,t_ivf_register,v_i_gnrhmed                       ,,1994 - 2005,,,ATC for gnrh:a IVF og ICSI
1,,IVF,t_ivf_register,b_i_oestro                        ,,1994 - 2005,,,ER der anvendt østrogen IVF og ICSI
1,,IVF,t_ivf_register,v_i_oestmed                       ,,1994 - 2005,,,ATC for østrogen IVF og ICSI
1,,IVF,t_ivf_register,b_i_progest                       ,,1994 - 2005,,,Er der anvendt progesteron IVF og ICSI
1,,IVF,t_ivf_register,v_i_progmed                       ,,1994 - 2005,,,ATC for progesteron IVF og ICSI
1,,IVF,t_ivf_register,b_i_hcg                           ,,1994 - 2005,,,Er der anvendt hCG IVF og ICSI
1,,IVF,t_ivf_register,v_i_hcgmed                        ,,1994 - 2005,,,ATC for hCG IVF og ICSI
1,,IVF,t_ivf_register,b_i_andhorm                       ,,1994 - 2005,,,Er der anvent andre hormoner IVF og ICSI
1,,IVF,t_ivf_register,v_i_andhormed                     ,,1994 - 2005,,,ATC for andre anvendte hormoner IVF og ICSI
1,,IVF,t_ivf_register,b_i_ivfmetod                      ,,1994 - 2005,,,Æg befrugtet med IVFmetode
1,,IVF,t_ivf_register,b_i_icsimetod                     ,,1994 - 2005,,,Æg befrugtet med ICSI metode
1,,IVF,t_ivf_register,b_i_transfer                      ,,1994 - 2005,,,Er der foretaget transferering
1,,IVF,t_ivf_register,d_i_transdto                      ,,1994 - 2005,,,Dato for ægoplægning
1,,IVF,t_ivf_register,v_i_ntransf                       ,,1994 - 2005,,,Antal friske æg transfereret
1,,IVF,t_ivf_register,v_i_ncryo                         ,,1994 - 2005,,,Antal æg nedfrosset
1,,IVF,t_ivf_register,d_i_mensdto                       ,,1994 - 2005,,,Dato for sidste menstruation
1,,IVF,t_ivf_register,b_i_transopt                      ,,1994 - 2005,,,Er der foretaget ægoplægning af optøede æg
1,,IVF,t_ivf_register,v_i_n_opt                         ,,1994 - 2005,,,Antal optøede æg transfereret
1,,IVF,t_ivf_register,b_i_transudf                      ,,1994 - 2005,,,Er der foretaget oplægning af donoræg
1,,IVF,t_ivf_register,d_i_modtdto                       ,,1994 - 2005,,,Dato for modtagelse af donoræg
1,,IVF,t_ivf_register,v_i_ntrans                        ,,1994 - 2005,,,Antal donoræg transfereret
1,,IVF,t_ivf_register,v_i_cryop                         ,,1994 - 2005,,,Antal donoræg nedfrosset
1,,IVF,t_ivf_register,b_i_natcykl                       ,,1994 - 2005,,,Naturlig cyklus ED
1,,IVF,t_ivf_register,b_i_hormoest                      ,,1994 - 2005,,,Er der anvendt østrogen ED
1,,IVF,t_ivf_register,v_i_atcoest                       ,,1994 - 2005,,,ATC for østrogen ED
